,Comments,Date,Disposition,Location,Occured,Reported,UCPDI
281,Three unknown suspects took a wallet and cell phone from a victim walking on the sidewalk off campus / Victim reported no injuries / CPD case HY518976,Information / Robbery,CPD,Kimbark between 55th & 56th,11/27/15 7:35 PM,11/27/15 7:44 PM,
282,Cash taken from secured locker in employee locker room #0-485,Theft,Open,5700 S. Maryland (CCD),11/25/15 to 11/28/15 3:30 PM to 7:00 AM,11/28/15 7:41 AM,E00793
283,Secured bicycle taken from bike rack,Theft,Open,5757 S. University (Saieh Hall Bike Rack),11/26/15 to 11/27/15 12:45 PM to 12:00 PM,11/28/15 12:58 PM,E00794
284,Suspect took unattended unsecured cell phone from Labor & Delivery waiting room / Suspect identified and detained by MC Security officers / Phone returned to owner / Victim refused prosecution,Theft,Ex. Cleared,5815 S. Maryland (Mitchell Hospital),11/28/15 11:20 PM,11/29/15 12:09 AM,E00796
285,Information received from FBI re. online threat of gun violence on UC campus on Monday 11/30/15 / Warning disseminated to University community / CPD notified,Information,Open,6054 S. Drexel (UCPD HQ),11/29/15 8:23 AM,11/29/15 8:23 AM,E00797
286,"Delayed report / Victim reported that during a verbal altercation with a co-worker in the locker room, the co-worker poked the victim in the eye and scratched the victim's nose",Battery,Open,5700 S. Maryland (CCD),11/28/15 7:45 AM,11/30/15 4:08 PM,E00798
287,UCPD officer assisted CPD by locating and detaining a suspect who had shattered a glass door in the restaurant / Suspect turned over to CPD and charged with criminal damage to property / CPD case HY520161,Assist Other Agency / Criminal Damage to Property,CPD,1418 E. 53rd St. (Dunkin' Donuts),11/30/15 7:25 PM,11/30/15 7:27 PM,E00799
288,Individual found a set of keys and turned property over to UCPD for safekeeping,Found Property,Closed,6054 S. Drexel,12/1/15 11:37 AM,12/1/15 11:37 AM,E00800
289,Two framed pictures and a Chinese scroll taken from lounge room 301F / Suspects identified through investigation / Property returned / No prosecution / Referred,Theft,Ex. Cleared,1050 E. 59th St. (Wieboldt Hall),11/20/15 to 12/1/15 2:00 PM to 2:30 PM,12/1/15 2:38 PM,E00801
290,Credit card and debit card taken from wallet left in unattended book bag in unsecured room / Unauthorized use of cards reported,Theft,Open,5640 S. Ellis (Eckhardt Research Center),12/1/15 11:00 AM to 3:10 PM,12/1/15 4:35 PM,E00802
291,Several items of computer equipment missing and unaccounted for / Subsequent to a search some items have been located within the building,Lost Property,Closed,1111 E. 60th St. (Law School),10/1/15 to 12/2/15 1:00 AM to 11:00 AM,12/2/15 11:09 AM,E00803
292,Wallet taken from unsecured cabinet in 2nd floor cubicle / Unauthorized attempted use of credit and debit cards reported,Theft,Open,6054 S. Drexel (Office Bldg.),12/2/15 9:30 AM to 2:30 PM,12/2/15 3:19 PM,E00804
293,"UCPD and CPD officers responded to a call of shots fired in the area of 60th & Dorchester / Possible black vehicle involved /  No suspects found, no injured persons or property damage reported / CPD case",Information / Shots Fired,CPD,Area of 60th & Dorchester,12/2/15 9:06 PM,12/2/15 9:06 PM,
294,Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS,Liquor Law Violation,Referred,1414 E. 59th St. (I-House),12/3/15 1:02 AM,12/3/15 1:02 AM,E00805
295,Individual working on a ladder on the 2nd floor fell from the ladder striking head on the floor when hot water line in ceiling burst flooding the 2nd floor / Victim transported to ER by CFD EMS / UC Facilities and CFD on scene,Injured Person / Damage to Property,Closed,5807 S. Woodlawn (Booth School),12/3/15 8:15 AM,12/3/15 8:19 AM,E00806
296,Individual reports loss of UCID card and U.S. passport,Lost Property,Closed,6000 S. Ellis,12/2/15 12:00 PM to 9:00 PM,12/3/15 2:46 PM,E00807
297,Bicyclist struck motor vehicle in crosswalk / Cyclist reported no injuries and refused medical attention / MVA00449,Traffic Accident,Closed,5900 S. Woodlawn,12/3/15 8:00 PM,12/3/15 8:00 PM,E00822
298,Graffiti scrawled on wall in 2nd floor men's washroom,Criminal Damage to Property / Criminal Defacement,Open,1131 E. 57th St. (Reynolds Club),12/4/15 12:40 PM,12/4/15 12:44 PM,E00808
299,Unknown person gained victim's personal information via email in a fraud attempt / Victim to contact other law enforcement agency,Information / Deceptive Practice,Closed,5640 S. Ellis (Eckhardt Research Center),11/14/15 9:00 AM,12/4/15 2:27 PM,E00809
300,Unknown individual walked up to a car stopped in traffic and broke the passenger's side view mirror by striking it with his hand,Criminal Damage to Property,Open,5734 S. Ellis (Public Way),12/4/15 3:04 PM,12/4/15 3:04 PM,E00810
301,Unknown person broke lock on copier paper tray panel,Criminal Damage to Property,Open,1009 E. 57th St. (Snell Hall),12/3/15 to 12/4/15 12:00 PM to 12:00 PM,12/4/15 3:04 PM,E00811
302,Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS,Liquor Law Violation,Referred,1130 E. Midway Pl.,12/4/15 9:42 PM,12/4/15 9:42 PM,E00812
303,A group of 6 teens approached shuttle bus off-campus and spit on driver and threw coins at driver through the open window of the bus / No injuries reported /CPD case,Information / Battery,CPD,5051 S. East End,12/4/15 9:00 PM,12/4/15 10:47 PM,E00813
304,"Laptop computer taken from unattended, unsecured bag in patient's room",Theft,Open,5700 S. Maryland (CCD),12/4/15 to 12/5/15 7:30 PM to 9:00 AM,12/5/15 11:03 AM,E00814
305,Ill person transported to ER for evaluation and treatment,Information / Medical Transport,Closed,Woodlawn between 52nd & 53rd,12/6/15 4:14 AM,12/6/15 4:14 AM,E00815
306,Individual found a bag containing 46 pills / Turned over to UCPD for disposal,Found Narcotics,Closed,5454 S. Lake Shore Dr.,12/6/15 12:10 PM,12/6/15 12:58 PM,E00816
307,Staff member cut finger in performance of duties / Transported to ER for treatment,Accidental Injury,Closed,5500 S. Woodlawn,12/6/15 7:55 PM,12/6/15 9:36 PM,E00817
308,UCPD officers arrested an individual wanted on a warrant from the Cook County Sheriff's Office for violation of probation,Warrant Arrest,Arrest,1100 E. 57th St.,12/6/15 11:31 PM,12/6/15 11:31 PM,E00818
309,"Suspect, armed with a handgun, took iPhone from victim walking on the sidewalk off campus / Suspect fled westbound on a bicycle / Victim reported no injuries / CPD case HY528751",Information / Armed Robbery,CPD,56th & Cornell,12/7/15 9:20 PM,12/7/15 9:22 PM,E00819
310,Painting taken from wall in 3rd floor hallway / Suspects identified through investigation / Property returned / No prosecution / Referred,Theft,Ex. Cleared,1020 E. 58th St. (Kent Lab),11/25/15 to 12/2/15 5:30 PM to 9:00 AM,12/8/15 9:15 AM,E00820
311,Unknown person(s) scrawled graffiti on walls in lower level restroom,Criminal Damage to Property / Criminal Defacement,Open,5730 S. Ellis (Crerar Library),12/3/15 to 12/8/15 10:00 AM to 12:30 PM,12/8/15 1:56 PM,E00821
312,Investigation of suspicious postings on Marketplace website,Information,Open,1100 E. 57th St.,12/8/15 1:00 AM,12/8/15 9:24 PM,E00823
313,"Unsecured, unattended cell phone charger taken from patient's room",Theft,Open,5721 S. Maryland (Comer ER),12/9/15 2:25 PM to 3:00 PM,12/9/15 3:13 PM,E00824
314,"Individual reported an unknown person ""keyed"" the entire driver's side of the car parked on the street off campus / CPD case",Information / Criminal Damage to Vehicle,CPD,5400 S. Harper (Public Way),12/3/15 8:50 AM to 5:30 PM,12/9/15 4:00 PM,E00825
315,"Staff member reports an unknown person attempted to use the physician's DEA number to obtain controlled substance from a pharmacy in Rock Falls, IL DEA contacted",Information,Closed,5758 S. Maryland (DCAM),12/9/15 12:00 PM to 2:00 PM,12/9/15 4:28 PM,E00826
316,"During a routine building check, UCPD officer observed an unauthorized individual on the premises / Subject issued a trespass warning",Information,Closed,1101 E. 58th St. (Rosenwald),12/10/15 3:17 AM,12/10/15 3:17 AM,E00827
317,Staff member reports an unknown person took wallet from purse left unattended and unsecured in staff lounge / Unauthorized use of bank card reported,Theft,Open,860 E. 59th St. (Goldblatt Hospital),12/9/15 11:00 AM to 1:15 PM,12/10/15 6:04 AM,E00828
318,Information regarding 16 small white flags and note displayed in grass area in the Quad,Information,Closed,5811 S. Ellis (Main Quadrangle),12/7/15 1:45 PM,12/10/15 9:27 AM,E00829
319,"UCPD and CPD officers responded to calls of shots fired off campus in the area between 62nd St. and 63rd St. and Dorchester / No suspects located,  No injuries reported, no property damage reported / Possible white van involved / CPD case",Information / Shots Fired,CPD,Dorchester between 62nd & 63rd,12/10/15 7:37 PM,12/10/15 7:37 PM,
320,Unattended iPhone left in restroom taken by unknown person,Theft,Open,5721 S. Maryland (Comer Hospital),12/11/15 2:30 PM to 3:10 PM,12/11/15 4:12 PM,E00830
321,Individual left leather jacket with car keys and eyeglasses in pocket in café / Upon return was unable to locate the jacket,Lost Property,Closed,5815 S. Maryland (Mitchell Hospital Café),12/11/15 2:00 PM to 3:20 PM,12/11/15 7:54 PM,E00831
322,A set of 5 keys found on 2nd floor of parking structure near the elevators / Inventoried for safekeeping at UCPD,Found Property,Closed,6054 S. Drexel (Parking Structure),12/11/15 2:47 PM,12/11/15 2:47 PM,E00832
323,Two unknown suspects took a cell phone from a victim walking on the sidewalk off campus before fleeing to a dark SUV waiting nearby / Victim reported no injuries / CPD case HY534983,Information / Robbery,CPD,5424 S. Kimbark (Public Way),12/12/15 9:15 PM,12/12/15 9:21 PM,E00833
324,Drug paraphernalia (glass bong) found in room / Turned over to UCPD,Found Property,Closed,5625 S. Ellis (Max Palevsky RH),12/12/15 12:15 PM,12/13/15 11:06 AM,E00834
325,Individual fainted falling to floor in lobby injuring nose and chin / Transported to ER for evaluation and treatment,Medical Call,Closed,6031 S. Ellis (Granville-Grossman RH),12/15/15 3:55 AM,12/15/15 3:55 AM,E00835
326,Victim reported someone obtained credit card information and used the information to purchase merchandise / Referred to CPD,Information,CPD,Woodlawn between 54th & 55th,12/14/15 3:50 PM,12/15/15 10:36 AM,E00836
327,UCPD officers assisted Chicago Police in arresting 5 suspects involved in theft of parcels from the vestibule of off campus apartment building / CPD case HY537929,Assist Other Agency,CPD,5345 S. Harper (Harper Crest Apts.),12/15/15 9:40 AM,12/15/15 9:42 AM,E00837
328,"Unattended, unsecured cell phone left plugged into electrical outlet taken from public area",Theft,Open,901 E. 58th St. (Mitchell ER),12/15/15 9:00 PM to 9:30 PM,12/15/15 9:34 PM,E00838
329,"Two suspects, one armed with a handgun, took cash from a victim off campus / CPD case HY539898",Information / Armed Robbery,CPD,Harper between 60th & 61st,12/16/15 7:50 PM,12/16/15 7:52 PM,
330,Delivery truck backing into loading dock struck and damaged an overhead ventilation duct / MVA00456,Traffic Crash / Damage to Property,Closed,5631 S. Cottage Grove (Loading Dock),12/18/15 1:00 PM,12/18/15 1:05 PM,E00839
331,Number generated in error,Void,Void,Void,Void,Void,E00840
332,UCMC owned vehicle struck a metal post in driveway resulting in minor damage / No injury reported / MVA00457,Traffic Accident / Property Damage,Closed,5721 S. Maryland (Comer Hospital),12/19/15 3:10 PM,12/19/15 3:10 PM,E00841
333,Unknown person(s) took rear driver's side tire from a vehicle parked on the street,Theft from Motor Vehicle,Open,915 E. Midway Pl.,12/19/15 6:50 AM to 7:50 PM,12/19/15 7:56 PM,E00842
334,"During the course of a domestic argument, boyfriend struck girlfriend in the face with his hand / Suspect fled before arrival of police",Domestic Battery,Open,5721 S. Maryland (Comer Hospital),12/19/15 9:10 PM,12/19/15 9:41 PM,E00843
335,A staff member related that during the course of an argument another staff member placed him in fear of receiving bodily harm / No complaints signed as of this time,Assault,Open,5530 S. Ellis (Ratner A.C.),12/20/15 12:40 AM,12/20/15 1:04 AM,E00844
336,Victim in vehicle was shot in the shoulder while driving outside of the UCPD patrol area near West 44th St. and Western Av. / CPD investigation,Information / Aggravated Battery,CPD,5500 S. Lake Park / Unknown Location,12/20/15 1:00 AM,12/20/15 1:25 AM,E00845
337,"Two unknown males, armed with a handgun, struck the victim and took victim's wallet and jewelry on the public way off-campus / Victim transported to ER for treatment / CPD case HY543680",Information / Armed Robbery,CPD,5600 S. Stony Island,12/20/15 1:35 AM,12/20/15 1:44 AM,E00846
338,Unauthorized individual refused to leave building and was given a warning not to trespass,Criminal Trespass to Property,Closed,5700 S. Maryland (CCD),12/20/15 7:00 AM,12/20/15 7:06 AM,E00847
339,Unknown person(s) entered vehicle parked on the street off-campus and took coins / Referred to CPD,Information / Theft from Motor Vehicle,CPD,1319 E. Madison Park (Public Way),12/19/15 to 12/20/15 9:00 PM to 10:00 AM,12/20/15 10:12 AM,E00848
340,Credit cards and cash taken from unattended purse placed in cabinet in 4th floor nurse's station / Attempted unauthorized use of credit cards reported / CPD cases HY542985 and HY542963,Information / Theft,CPD,5721 S. Maryland (Comer Hospital),12/18/15 to 12/19/15 11:00 PM to 7:00 AM,12/21/15 12:26 AM,E00849
341,Individual turned a set of three keys on a key chain over to UCPD officer / Keys were found on the sidewalk at approximately 1101 E. 57th St./ Inventoried at UCPD,Found Property,Closed,5800 S. Ellis,12/21/15 11:30 AM,12/21/15 11:30 AM,E00850
342,Individual reports lost wallet,Lost Property,Closed,924 E. 57th St. (BSLC),12/18/15 8:30 AM to 1:00 PM,12/21/15 3:32 PM,E00851
343,Individual ignored both oral and written orders not to trespass on University property / Arrested by UCPD,Criminal Trespass to Land,Arrest,5530 S. Ellis (Ratner A.C.),12/21/15 8:34 PM,12/21/15 8:34 PM,E00852
344,"UC owned vehicle involved in traffic crash / Property damage only, no injuries reported / MVA00458",Information / Traffic Crash,Closed,5630 S. Ellis,12/22/15 9:35 AM,12/22/15 9:35 AM,E00853
345,Individual reports losing wallet while in the library,Lost Property,Closed,1100 E. 57th St. (Regenstein Library),12/22/15 11:10 AM to 11:30 AM,12/22/15 12:46 PM,E00854
346,Unknown person(s) smashed window of car parked on the street off campus and took property from the vehicle / Referred to CPD,Information / Theft from Motor Vehicle,CPD,5600 S. Cottage Grove,12/22/15 7:44 PM,12/22/15 7:44 PM,E00855
347,UCPD officer recovered an unoccupied motor vehicle parked on the street off campus that had been reported stolen to CPD / CPD case HY418581,Assist Other Agency / Recovered Motor Vehicle,CPD,1219 E. 50th St. (Public Way),12/22/15 8:35 PM,12/22/15 8:35 PM,E00856
348,"Motorist struck an unoccupied vehicle parked on the street off-campus / Property damage only, no injuries reported / MVA00460",Traffic Accident,Closed,5400 S. Ellis,12/23/15 1:11 AM,12/23/15 1:11 AM,E00857
349,"Wallet taken from unattended, unsecured purse placed under a desk in office / Unauthorized use of credit cards reported",Theft,Open,6045 S. Kenwood,12/22/15 9:30 AM to 4:00 PM,12/23/15 2:09 PM,E00858
350,"Motorist backed into an unoccupied car in parking lot / Property damage only, no injuries reported / MVA00461",Traffic Accident,Closed,950 E. 61st St. (WSSC Parking Lot),12/23/15 3:15 PM,12/23/15 3:19 PM,E00859
351,Unknown person(s) forced entry to off-campus private apartment and took currency / CPD case,Information / Burglary,CPD,University between 55th & 56th St.,12/15/15 to 12/23/15  4:00 PM to 4:30 PM,12/23/15 4:41 PM,E00860
352,"Staff member was slapped in the face while treating a patient / To be arrested by UCPD after release from the hospital / Suspect also charged with an assault warrant from Sauk Village, IL",Battery,Open,901 E. 58th St. (Mitchell ER),12/24/15 1:00 AM,12/24/15 1:08 AM,E00861
353,Individual attempted to take merchandise from the store without paying / Victim declined to prosecute,Attempt Theft,Ex. Cleared,970 E. 58th St. (Bookstore),12/24/15 9:25 AM,12/24/15 9:29 AM,E00862
354,Individual found what appears to be a spent bullet near jogging path off campus / Inventoried at UCPD,Found Property,Closed,5700 S. Lake Shore Dr. (Park),12/24/15 3:30 PM,12/24/15 3:56 PM,E00863
355,"Two unknown suspects, one armed with a handgun, took cash from a victim walking on the street off campus / Victim refused medical attention CPD case",Information / Armed Robbery,CPD,1438 E. 53rd St. (Public Way),12/24/15 4:45 PM,12/24/15 4:45 PM,E00864
356,"Two unknown suspects, one armed with a handgun, took a wallet and cell phone from a victim walking on the street off campus / Victim reported no injuries / CPD case HY549314",Information / Armed Robbery,CPD,5405 S. Woodlawn (Public Way),12/24/15 8:15 PM,12/24/15 8:28 PM,E00865
357,Number generated in error,Void,Void,Void,Void,Void,E00866
358,UC owned vehicle turning southbound on Lake Park brushed a pedestrian in the crosswalk / Pedestrian declined medical attention / CPD case HY551678,Information / Traffic Accident,Closed,5400 S. Lake Park,12/27/15 2:10 PM,12/27/15 2:10 PM,E00867
359,Individual tripped while walking in the hallway striking head on the wall / Refused medical treatment,Information / Medical Call,Closed,6031 S. Ellis (Granville-Grossman RH),12/27/15 10:30 PM,12/27/15 10:46 PM,E00868
360,Unknown person(s) broke window of car parked on the street and took a radio and raincoat / CPD case,Information / Theft from Motor Vehicle,CPD,6000 S. Woodlawn (Public Way),12/27/15 to 12/28/15 9:00 PM to 9:50 AM,12/28/15 10:38 AM,E00869
361,Staff member reports receiving annoying phone call,Information,Closed,1101 E. 58th St. (Rosenwald Hall),12/28/15 1:50 PM,12/28/15 1:58 PM,E00870
362,UCPD officer discovered an unoccupied vehicle parked on the street that was wanted in relation to a robbery on the North Side of Chicago / CPD notified / CPD case HY547276,Assist Other Agency,CPD,4900 S. Lake Park,12/29/15 2:00 AM,12/29/15 2:00 AM,E00871
363,Number generated in error,Void,Void,Void,Void,Void,E00872
364,"4 unknown suspects, one armed with a handgun, took food and cash from a deliveryman off-campus / Victim reported no injuries / CPD case HY554273",Information / Armed Robbery,CPD,62nd St. between Kimbark & Kenwood,12/29/15 8:55 PM,12/29/15 9:02 PM,E00873
365,"During a routine building check, UCPD officer discovered an unauthorized individual sitting in a room / Subject checked and warned not to trespass on University property",Information,Closed,5757 S. University (Saieh Hall),12/30/15 12:20 AM,12/30/15 12:27 AM,E00874
366,Number generated in error,Void,Void,Void,Void,Void,E00875
367,"UCPD officer, during routine building check, observed recent damage to main entrance doors / Building engineer arrived on scene and was notified",Criminal Damage to Property,Open,6420 S. University (Woodlawn Elementary School),12/31/15 3:13 AM,12/31/15 3:13 AM,E00876
368,Number generated in error,Void,Void,Void,Void,Void,E00877
