,Comments,Date,Disposition,Location,Occured,Reported,UCPDI
662,Report of a suspicious email,Information,Closed,850 E. 58th St. (American School),6/25/18 2:00 AM,6/26/18 10:28 AM,18-00651
663,Individual reports losing wallet that contained credit and debit cards / Victim made aware of unauthorized purchases using lost cards,Deceptive Practice / Credit Card Fraud,Open,5757 S. University,6/25/18 9:30 AM to 12:30 PM,6/26/18 10:32 AM,18-00652
664,Wallet found on UC Shuttle Bus turned over to UCPD / Owner notified / Held for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),6/26/18 10:17 AM,6/26/18 10:17 AM,18-00653
665,"Delayed report - Individual reports they were sitting in a parked car counting $4,900 cash when an unknown subject, armed with a handgun, opened the car door, took the currency and walked off",Armed Robbery,Open,1158 E. 54th St. (Vehicle Parked on the Street),6/13/18 5:00 PM,6/26/18 1:10 PM,18-00654
666,Individual found a yellow metal ring on the public way / Turned over to UCPD for safekeeping,Found Property,Closed,5600 S. Ellis (Public Way),6/26/18 10:45 AM,6/26/18 3:03 PM,18-00655
667,Individual found a set of keys on the street / Turned over to UCPD for safekeeping,Found Property,Closed,5800 S. Dorchester,6/27/18 7:30 PM,6/27/18 8:30 PM,18-00656
668,UCPD officers detained a suspect for theft of services at request of Metra personnel /  Suspect turned over to Metra police,Assist Other Agency,Metra PD,1438 E. 59th St. (Metra Station),6/28/18 12:00 PM,6/28/18 12:26 PM,18-00657
669,Unknown person(s) entered victim's room and took cash from victim's wallet,Burglary,Open,5500 S. University (Campus North RH),6/25/18 to 6/28/18 9:00 AM to 12:00 PM,6/28/18 2:38 PM,18-00658
670,Unknown subject made obscene statement to individual while walking on the sidewalk,Information,Closed,5225 S. Greenwood (Public Way),6/28/18 4:50 PM,6/28/18 4:56 PM,18-00659
671,"UCPD officer arrested a subject for an outstanding warrant from Edgar County, IL",Warrant Arrest,Arrest,5815 S. Maryland,6/28/18 9:21 PM,6/28/18 9:21 PM,18-00660
672,Report of harassing phone calls to staff members / Suspect located by UCPD officer and taken into custody on 7/12/18,Harassment by Electronic Means,Arrest,5235 S. Harper (UC Offices),6/28/18 10:00 AM,6/29/18 11:30 AM,18-00661
673,Subject walked out of the store without paying for merchandise concealed on his person / Arrested by UCPD officers and charged with felony theft,Theft,Arrest,970 E. 58th St. (Bookstore),6/29/18 12:15 PM,6/29/18 12:24 PM,18-00662
674,Individual reported ex-husband missing,Missing Person,Open,850 E. 60th St.,6/25/18 12:00 PM,6/29/18 12:01 PM,18-00663
675,Individual found Ventra pass and turned it over to UCPD / Owner notified,Found Property,Closed,850 E. 61st St. (UCPD HQ),6/29/18 1:09 PM,6/29/18 1:09 PM,18-00664
676,Individual lost a pair of jeans in the laundry room,Lost Property,Closed,1101 E. 56th St. (Max Palevsky RH),6/29/18 11:00 AM to 6:00 PM,6/29/18 7:12 PM,18-00665
677,Sick person transported to ER by CFD EMS,Medical Call,Closed,5555 S. Woodlawn,6/30/18 4:51 PM,6/30/18 4:51 PM,18-00666
678,CPD and UCPD officers responded to calls of shots fired and found shell casings / No injured persons or property damage reported / CPD case JB329742,Information / Shots Fired,CPD,5407 S. Payne Dr. (Public Way),6/30/18 7:12 PM,6/30/18 7:12 PM,18-00667
679,Subject took merchandise from a retail establishment without paying  / UCPD officer detained subject but merchant declined prosecution / Referred to CPD,Information / Theft,Referred,1228 E. 53rd St.,6/30/18 9:55 PM,6/30/18 9:55 PM,18-00668
680,Victim exited vehicle with motor running and doors unlocked / Two unknown suspects entered vehicle and drove off / CPD case JB330190,Information / Motor Vehicle Theft,CPD,5493 S. Cornell,7/1/18 3:15 AM,7/1/18 3:20 PM,18-00669
681,Individual found a live round of ammunition in the play lot / Turned over to UCPD and inventoried for disposal,Found Property,Closed,5601 S. Stony Island (Park District Play Lot),7/1/18 11:11 AM,7/1/18 11:11 AM,18-00670
682,Unknown person forcibly entered van parked on the street and took tools,Theft from Motor Vehicle,Open,1112 E. 60th St. (Public Way),7/2/18 7:25 AM to 10:30 AM,7/2/18 10:51 AM,18-00671
683,Individual found a cell phone on the sidewalk off campus / Turned over to UCPD for safekeeping,Found Property,Closed,1380 E. Hyde Park (Public Way),7/2/18 6:00 PM,7/2/18 6:30 PM,18-00672
684,Secured bicycle taken from bike rack,Theft,Open,924 E. 57th St. (BSLC Bike Rack),7/2/18 5:30 AM to 8:30 PM,7/2/18 8:50 PM,18-00673
685,Seven small baggies containing white powder found on the street off campus / Tested negative for suspect narcotics / Inventoried at UCPD for disposal,Found Property,Closed,5216 S. Dorchester (Public Way),7/2/18 7:46 PM,7/2/18 7:46 PM,18-00674
686,"Unknown person(s) smashed glass door, entered off campus establishment and took property / CPD case JB333015",Information / Burglary,CPD,Stony Island between 63rd & 64th,7/2/18 to 7/3/18 11:00 to 1:15 AM,7/3/18 1:18 AM,18-00675
687,Individual reports losing his wallet in the area of 57th & Drexel,Lost Property,Closed,5700 S. Drexel,6/28/18 to 6/29/18 12:00 PM to 11:00 PM,7/3/18 8:50 AM,18-00676
688,Secured bicycle taken from bike rack,Theft,Open,5524 S. Greenwood (Bike Rack),6/28/18 to 7/3/18 12:00 PM to 8:00 AM,7/3/18 12:12 PM,18-00677
689,Individual found two wallets and turned property over to UCPD for safekeeping,Found Property,Closed,5500 S. University (Campus North RH),7/1/18 10:00 AM,7/3/18 6:06 AM,18-00678
690,Unknown person(s) shattered window of parked vehicle and took currency,Theft from Motor Vehicle,Open,5851 S. Cottage Grove (Public Way),7/3/18 to 7/4/18 8:30 PM to 4:30 AM,7/4/18 4:57 AM,18-00679
691,"Trash receptacle fire extinguished by CFD / Damage to receptacle, no injuries reported / Cause unknown at this time",Property Damage / Fire,Closed,5801 S. Ellis (Public Way),7/4/18 10:34 PM,7/4/18 10:34 PM,18-00680
692,Two unknown suspects forcibly took a wallet from an individual walking on the sidewalk off campus before fleeing on foot / CPD case JB335554,Information / Robbery,CPD,1403 E. Hyde Park (Public Way),7/4/18 9:55 PM,7/4/18 10:01 PM,18-00681
693,Disorderly patient pushed a UCM staff member / Subject arrested by UCPD,Battery,Arrest,5656 S. Maryland (UCM ER),7/5/18 3:40 AM,7/5/18 3:47 AM,18-00682
694,"Delivery van, with keys in the ignition and motor running, was taken by an unknown suspect off campus / Van recovered by UCPD after suspect abandoned vehicle and fled on foot",Motor Vehicle Theft and Recovery,Open,5704 S. Kenwood,7/5/18 10:46 AM,7/5/18 10:46 AM,18-00683
695,Individual suffering from allergic reaction transported to Comer ER by CFD EMS,Medical Call,Closed,1100 E. 57th St. (Regenstein Library),7/5/18 3:20 PM,7/5/18 3:47 PM,18-00684
696,Information regarding missing property possibly reported to CPD,Information,Closed,Woodlawn between 57th & 58th,6/8/18 to 7/5/18 1:00 PM to 8:25 PM,7/5/18 8:23 PM,18-00685
697,Three keys taken from desktop in open area on the 3rd floor,Theft,Open,5757 S. University (Saieh Hall),7/5/18 to 7/6/18 4:00 PM to 10:00 AM,7/6/18 12:38 PM,18-00686
698,Secured bicycle taken from bike rack,Theft,Open,5836 S. Kenwood (Lab School Bike Rack),7/6/18 8:15 AM to 3:30 PM,7/6/18 3:34 PM,18-00687
699,"An individual walking on the sidewalk off campus was approached by two unknown suspects, one armed with a handgun / The suspects took the victim's book bag before fleeing to a waiting  gray, 4- door sedan / The victim reported no physical injuries / CPD case JB338190",Information / Armed Robbery,CPD,5400 S. Ridgewood Ct. (Public Way),7/6/18 9:35 PM,7/6/18 9:38 PM,18-00688
700,Information relating to slight damage to UC owned vehicle,Damage to Vehicle,Closed,5400 S. Hyde Park (Public Way),7/6/18 11:00 PM,7/6/18 11:13 PM,18-00689
701,"An individual walking on the sidewalk off campus was approached by two unknown suspects,�one armed with a handgun / The suspects took the victim�s handbag before fleeing eastbound on foot / The victim reported no physical injuries / CPD case JB338738",Information / Armed Robbery,CPD,5346 S. Cornell (Public Way),7/6/18 10:36 PM,7/6/18 10:36 PM,18-00690
702,"Bicyclist struck side of UC owned vehicle / Property damage only, no injuries reported / 2018-MVA00147",Information / Traffic Crash,Closed,5048 S. Cornell,7/7/18 12:11 AM,7/7/18 12:11 AM,18-00691
703,Individual reported suspicious activity to UCPD officer,Information,Closed,850 E. 61st St. (UCPD HQ),7/7/18 11:25 AM,7/7/18 11:25 AM,18-00692
704,An individual walking off campus was approached from behind by an unknown female suspect who struck the victim on the head with a handgun / The suspect grabbed the victim�s purse and fled to a waiting vehicle  / The victim suffered a laceration to the back of the head and was transported to the UCM ER by CFD EMS for treatment / CPD case JB339970,Information / Armed Robbery,CPD,1108 E. 54th St. (Public Way),7/7/18 8:10 PM,7/7/18 8:18 PM,18-00693
705,Retail employee informed UCPD officer that he suspected an individual had taken merchandise from the store without paying / Store management declined to pursue the matter,Information,Closed,1228 E. 53rd St.,7/8/18 12:17 PM,7/8/18 12:17 PM,18-00694
706,"DSS was notified by a Campus Security Authority that an undisclosed victim reported that she was sexually assaulted by an acquaintance / Due to confidentiality of reporting, limited information is available regarding this incident.",Criminal Sexual Assault,No Investigation Referred to Title IX Coordinator,5500 S. University (Campus North RH),6/29/18 time unknown,7/6/18 5:25 PM,CSA Report    18-030
707,"DSS was notified by a Campus Security Authority that an undisclosed victim reported that she was fondled by an acquaintance in the residence hall / Due to confidentiality of reporting, limited information is available regarding this incident",Sexual Assault / Fondling,No Investigation Referred to Title IX Coordinator,5500 S. University (Campus North RH),"Summer Quarter 2018 - date, time unknown",7/6/18 5:28 PM,CSA Report    18-031
708,Sick person was transported to Comer ER by CFD EMS for evaluation and treatment,Medical Call,Closed,6031 S. Ellis (Granville-Grossman RH),7/9/18 6:53 AM,7/9/18 6:53 AM,18-00695
709,Boyfriend slapped girlfriend / Arrested by UCPD officers,Domestic Battery,Arrest,5656 S. Maryland (UCM ER),7/9/18 8:10 AM,7/9/18 8:19 AM,18-00696
710,Individual left food court without paying for merchandise / Arrested by UCPD,Theft,Arrest,5758 S. Maryland (DCAM Food Court),7/9/18 11:53 AM,7/9/18 11:53 AM,18-00697
711,"Wallet taken from unattended, unsecured purse left on table in conference room",Theft,Open,969 E. 60th St. (SSA),6/25/18 7:00 AM to 6:00 PM,7/9/18 1:59 PM,18-00698
712,UCPD officer arrested a motorist for driving under the influence of alcohol,DUI,Arrest,950 E. 61st St.,7/9/18 2:51 PM,7/9/18 2:51 PM,18-00699
713,Report of damage to UC owned vehicle,Damage to   Vehicle,Closed,5601 S. Cottage Grove (UC Service Garage),7/9/18 5:34 PM,7/9/18 5:34 PM,18-00700
714,"Unattended, unsecured laptop and a duffle bag containing leased camera and camera equipment left in unsecured room were taken by unknown person(s)",Theft,Open,915 E. 60th St. (Logan Center),7/11/18 12:30 PM to 1:30 PM,7/11/18 1:51 PM,18-00701
715,Handicap placard taken from parked vehicle,Theft,Open,5840 S. Maryland (Parking Structure),7/11/18 6:50 AM to 4:30 PM,7/11/18 4:48 PM,18-00702
716,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,5500 S. University (Campus North RH),7/11/2018  unknown time,7/11/18 11:09 PM,CSA Report   18-032
717,Individual reports he was sexually assaulted during a scheduled appointment / CPD case,Information / Criminal Sexual Assault,CPD,5758 S. Maryland (DCAM),4/30/18 9:00 AM to 6:00 PM,7/12/18 4:24 PM,18-00703
718,Bicycle taken from apartment building basement storage area,Theft,Open,908 E. 61st St.(UC Residential Property),6/30/18 to 7/12/18 10:00 AM to 9:45 PM,7/12/18 9:54 PM,18-00704
719,UCPD officer arrested a motorist for DUI and other traffic violations,DUI,Arrest,1600 E. Midway Pl.,7/12/18 9:30 PM,7/12/18 9:30 PM,18-00705
720,"A UCM patient, leaving the hospital without authorization, pushed a UCPD officer / Officer declined prosecution",Battery,Ex Cleared,5657 S. Cottage Grove (Public Way),7/13/18 6:06 AM,7/13/18 6:06 AM,18-00706
721,Individual transported to ER for evaluation,Mental Health Transport,Closed,5555 S. Woodlawn (Student Counseling Center),7/13/18 10:40 AM,7/13/18 10:44 AM,18-00707
722,During the course of an argument an individual broke glass window in exterior metal door before fleeing,Criminal Damage to Property,Open,800 E. 55th St. (Friend Center),7/13/18 6:25 PM,7/13/18 6:32 PM,18-00708
723,An individual on the sidewalk off campus was approached by a suspect who struck the victim with his fist and took the victim's iPhone before fleeing on a bicycle / CPD case JB348701,Information / Robbery,CPD,1703 E. 55th St. (Public Way),7/13/18 9:30 PM,7/13/18 10:11 PM,18-00709
724,Number generated in error,Void,Void,Void,Void,Void,18-00710
725,Individual walking on the sidewalk off campus was approached by a group of suspects riding bicycles / The suspects struck the victim with fists before fleeing on their bicycles / Victim declined medical attention on the scene / CPD case JB348711,Information / Battery,CPD,1700 E. 53rd St. (Public Way),7/13/18 9:20 PM,7/13/18 9:33 PM,18-00711
726,Sick person transported to ER for evaluation and treatment,Medical Call,Closed,5200 S. Dorchester (Public Way),7/14/18 12:50 AM,7/14/18 12:50 AM,18-00712
727,Number generated in error,Void,Void,Void,Void,Void,18-00713
728,Unknown suspect entered victim's apartment in off campus building via an open window / Suspect fled when confronted by victim / Two laptops taken / CPD case JB350680,Information / Burglary,CPD,Kimbark between 57th & 58th,7/15/18 11:00 AM,7/15/18 11:12 AM,18-00714
729,Sick person transported to ER by CFD EMS for evaluation and treatment,Medical Call,Closed,1230 E. Midway Pl. (Public Way),7/15/18 6:38 PM,7/15/18 6:38 PM,18-00715
730,"Disorderly person being escorted from UCM property threw and struck a staff member with a sandwich, was arrested by UCPD for battery / Suspect later damaged property at 850 E. 61st St. (UCPD HQ) and was charged with criminal damage to property",Battery,Arrest,5759 S. Maryland,7/15/18 11:00 PM,7/15/18 11:17 PM,18-00716
731,"Unsecured, unattended tools taken from a cart in construction area",Theft,Open,1005 E. 60th St. (Burton-Judson RH),7/16/18 11:40 AM to 11:45 AM,7/16/18 11:52 AM,18-00717
732,Unknown subject distracted victim and took victim's iPhone from the table in caf�,Theft,Open,5751 S. Woodlawn (Plein Air Caf�),7/16/18 2:10 PM,7/16/18 2:32 PM,18-00718
733,Wallet taken from purse left unattended on a chair in the cafeteria / Subsequent unauthorized use of credit card reported,Theft,Open,950 E. 59th St. (Billings Hospital),7/16/18 12:10 PM,7/16/18 7:04 PM,18-00719
734,"Unknown suspect grabbed purse that was placed on the sidewalk next to the victim / Suspect ran, but dropped purse after being chased by victim",Attempted Theft,Open,5800 S. Dorchester (Public Way),7/16/18 9:53 PM,7/16/18 9:56 PM,18-00720
735,"Individual tripped on sidewalk near building entrance, striking her head on the ground / Victim transported to ER by CFD EMS for evaluation and treatment",Injured Person,Closed,1100 E. 57th St. (Regenstein Library),7/17/18 8:30 AM,7/17/18 8:30 AM,18-00721
736,Patient reported loss of cash and a money order while in the hospital,Lost Property,Closed,5815 S. Maryland (Mitchell Hospital),7/4/18 to 7/7/18 3:00 AM to 4:35 AM,7/17/18 10:11 AM,18-00722
737,Sick person transported to the ER by CFD EMS for evaluation and treatment,Medical Call,Closed,1100 E. 57th St. (Regenstein Library),7/17/18 11:40 AM,7/17/18 11:41 AM,18-00723
738,Information regarding harassing email,Harassment by Electronic Means,Closed,5701 S. Woodlawn (Neubauer Collegium),7/17/18 10:35 AM,7/17/18 1:34 PM,18-00724
739,Subject ate food without paying / Arrested by UCPD,Theft,Arrest,5758 S. Maryland (DCAM Caf�),7/17/18 2:50 PM,7/17/18 2:52 PM,18-00725
740,First transit supervisor turned over a wallet found on a UC Shuttle bus / Inventoried at UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),7/18/18 2:03 PM,7/18/18 2:03 PM,18-00726
741,Staff member reported receiving harassing phone call from an unknown person,Harassment by Telephone,Closed,5811 S. Ellis (Cobb Hall),7/18/18 4:09 PM,7/18/18 4:09 PM,18-00727
742,Secured bicycle taken from bike rack,Theft,Open,6031 S. Ellis (Granville-Grossman RH Bike Rack),7/18/18 to 7/19/18 6:00 PM to 9:00 AM,7/19/1810:39 AM,18-00728
743,Individual transported to ER for evaluation,Mental Health Transport,Closed,5555 S. Woodlawn (Student Counseling Services),7/19/18 11:37 AM,7/19/18 11:37 AM,18-00729
744,Person reported an unknown subject took a stroller from the vestibule of an off campus private residence / Referred to CPD,Information,Referred,University between 61st & 62nd,7/19/18 2:20 PM,7/19/18 2:24 PM,18-00730
745,Secured bicycle taken from bike rack,Theft,Open,920 E. 58th St. (Cummings Bike Rack),719/18 9:40 AM to 4:00 PM,7/19/18 4:19 PM,18-00731
746,Individual found Galaxy cell phone outside of the building / Turned over to UCPD for safekeeping,Found Property,Closed,1101 E. 57th St. (Zoology),7/19/18 4:00 PM,7/19/18 4:36 PM,18-00732
747,Three unknown suspects forcibly took a cell phone and wallet from a victim walking on the sidewalk off campus / CPD case JB357187,Information / Robbery,CPD,5140 S. Kimbark (Public Way),7/20/18 1:35 AM,7/20/18 1:41 AM,18-00733
748,An individual found a small plastic baggie containing white powder in an elevator / Turned over to UCPD for proper disposal,Found Narcotics,Closed,1101 E. 56th St. (Max Palevsky RH),7/20/18 9:00 AM,7/20/18 11:37 AM,18-00734
749,Secured bicycle taken from bike rack,Theft,Open,900 E. 57th St. (Knapp Bike Rack),7/19/18 to 7/20/18 7:00 AM to 6:30 AM,7/20/18 3:34 PM,18-00735
750,Resident of off campus apartment building slashed another resident with a knife without provocation / Suspect taken into custody by CPD / Victim treated by CFD EMS / CPD case JB358045,Information / Aggravated Battery,CPD,Harper between 53rd & 54th,7/20/18 4:35 PM,7/20/18 4:39 PM,18-00736
751,CPD and UCPD officers responded to calls of shots fired off campus / Window in front door of private residence was shattered / No injuries reported / No suspects on the scene / CPD case JB 358686,Information / Criminal Damage to Property,CPD,Drexel at 54th,7/21/18 3:14 AM,7/21/18 3:14 AM,18-00737
752,"UC owned vehicle involved in traffic crash / Property damage only, no injuries reported / 2018-MVA00161",Traffic Crash,Closed,5316 S. Harper,7/21/18 9:55 PM,7/21/18 10:23 PM,18-00738
753,UCPD officers observed two suspects in the process of removing a stereo system from a vehicle parked on the street / Suspects also in possession of tools to commit the theft / Both suspects arrested and charged with burglary to a motor vehicle,Theft from Motor Vehicle,Arrest,1424 E. 58th St. (Public Way),7/22/18 2:35 AM,7/22/18 2:40 AM,18-00739
754,Two unknown suspects forcibly took an iPhone from a person jogging on the street off campus / Suspects entered a waiting white sedan and drove off / CPD case JB361067,Information / Robbery,CPD,930 E. 53rd St. (Public Way),7/22/18 11:00 PM,7/22/18 11:33 PM,18-00740
755,"UCPD officer on patrol was notified by in-car license plate reader of a parked, unoccupied vehicle previously reported stolen to CPD / Turned over to CPD / CPD case JB331375",Recovered Vehicle,CPD,6207 S. Ingleside (Alley),7/22/18 10:53 PM,7/22/18 10:53 PM,18-00741
756,"Unattended, unsecured wallet taken from desk top in work cubicle",Theft,Open,924 E. 57th St. (BSLC),7/23/18 10:00 AM to 12:15 PM,7/23/18 1:07 PM,18-00742
757,Two unknown suspects riding bicycles snatched cell phones from the hands of two people walking on the sidewalk,Theft from Person,Open,5951 S. Woodlawn (Public Way),7/23/18 3:35 PM,7/23/18 3:39 PM,18-00743
758,Secured bicycle taken from bike rack Suspect arrested in possession of victim's bicycle on 8/1/18 Ref. 18-00782,Theft,Arrest,1100 E. 57th St. (Regenstein Bike Rack),7/19/18 to 7/23/18 6:00 PM to 5:00 PM,7/23/18 6:21 PM,18-00744
759,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,"5733 S. University (Center for the Study on Race, Politics, and Culture)",6/1/18 unknown time,7/23/18 9:57 PM,CSA Report    18-034
760,Unknown person(s) shattered window and took property from an unattended vehicle parked on the street,Theft,Open,830 E. 56th St.,7/23/18 to 7/24/18 11:30 PM to 7:30 AM,7/24/18 7:42 AM,18-00745
761,UCPD officer assisted CPD officer in detaining a motorist who was later arrested and charged by CPD for possession of a replica firearm,Assist Other Agency,CPD,5525 S. Cottage Grove (Public Way),7/24/18 at 10:25 AM,7/24/18 10:31 AM,18-00746
762,Number generated in error,Void,Void,Void,Void,Void,18-00747
763,"Suspect, soliciting donations, distracted victim and took his wallet from the table top",Theft,Open,5751 S. Woodlawn (Plein Air Caf�),7/25/18 1:55 PM,7/25/18 2:11 PM,18-00748
764,Secured bicycle taken from bike rack,Theft,Open,1100 E. 57th St. (Regenstein Bike Rack),7/24/18 to 7/25/18 2:30 PM to 1:00 PM,7/25/18 3:57 PM,18-00749
765,Unknown subject attempted to open a secured entrance door to the building / Suspect fled when confronted by a construction worker,Information / Suspicious Person,Closed,5757 S. Woodlawn (Robie House),7/25/18 5:10 PM,7/25/18 5:16 PM,18-00750
766,Unknown person(s) unlawfully entered unsecured office and took a money pouch from a bag left unattended on a chair,Burglary,Open,970 E. 58th St. (Bookstore),7/25/18 5:40 PM,7/25/18 5:56 PM,18-00751
767,Individual found a debit card and turned it over to UCPD for safekeeping,Found Property,Closed,5700 S. Kenwood,7/25/18 3:00 PM,7/25/18 8:54 PM,18-00752
768,Unknown person(s) took a vent panel from a vehicle parked in the garage,Theft from Motor Vehicle,Open,5505 S. Ellis (Parking Structure),7/17/18 to 7/21/18 2:30 PM to 1:15 PM,7/25/18 9:25 PM,18-00753
769,Suspect was observed tampering with bikes at bike rack / Suspect previously warned about trespass to UC property / Suspect also charged with theft of lost or mislaid property (bicycle),Criminal Trespass to Land,Arrest,1005 E. 60th St (Bike Rack),7/25/18 9:00 PM,7/25/18 10:49 PM,18-00754
770,Two windows and a door in an off campus private residence were damaged by gunfire / No injuries reported / No suspects located / CPD case JB365550,Information / Criminal Damage to Property,CPD,45th St. Between Drexel and Ellis,7/26/18 1:34 AM,7/26/18 1:34 AM,18-00755
771,Secured bicycle taken from bike rack,Theft,Open,5837 S. Maryland (Wyler Bike Rack),7/26/18 10:40 AM to 11:00 AM,7/26/18 4:22 PM,18-00756
772,"Report of a suspect with a handgun in the parking garage proved to be unfounded / Examination of surveillance video revealed two people joking and playing around, clearly no weapon involved",Information,Closed,5656 S. Maryland (Parking Structure),7/26/18 5:25 PM,7/26/18 5:38 PM,18-00757
773,UCPD officer detained a suspect who took merchandise from an off campus business without paying / Turned over to and arrested by CPD / CPD case JB367364,Assist Other Agency,CPD,5228 S. Lake Park,7/27/18 10:19 AM,7/27/18 10:19 AM,18-00758
774,Individual provided UCPD with a copy of an order of protection filed against spouse,Information,Closed,850 E. 61st St.,7/27/18 2:02 PM,7/27/18 2:02 PM,18-00759
775,"Individual returning to off campus office, observed 2 unknown suspects leave the office carrying property / Individual confronted the pair who struck the victim with fists, dropped the property and fled the building / CPD case JB367889",Information / Burglary,CPD,1525 E. 53rd St.,7/27/18 3:55 PM,7/27/18 4:04 PM,18-00760
776,Two unknown suspects forced entry to office in an off campus retail establishment and attempted to pry a cabinet drawer / CPD case JB368073,Information / Burglary,CPD,1501 E. 57th St.,7/27/18 6:00 PM,7/27/18 6:05 PM,18-00761
777,"An individual was about to return a Divvy bike to the bike rack when two unknown suspects approached, grabbed the bike and rode off",Theft,Open,6027 S. Ellis (Divvy Bike Rack),7/28/18 2:35 PM,7/28/18 2:43 PM,18-00762
778,Secured bicycle taken from bike rack,Theft,Open,5500 S. University (Campus North RH Bike Rack),7/28/18 12:00 PM to 4:15 PM,7/28/18 4:20 PM,18-00763
779,Staff member found marijuana among patient's property / Turned over to UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland (CCD),7/28/18 8:18 PM,7/28/18 8:18 PM,18-00764
780,"CPD and UCPD officers responded to calls of a person shot off campus /  Upon arrival officers learned that a victim, not affiliated with the University, suffered a gunshot wound to the upper arm while sitting in a van in the parking lot / Officers were unable to get additional information from the victim at this time / The victim was transported to the UCMER by CFD EMS. CPD case JB369652",Information / Aggravated Battery,CPD,1561 E. 61st St. (Parking Lot),7/28/18 11:10 PM,7/28/18 11:16 PM,18-00765
781,"Three Lyft passengers struck driver with their fists, took a handgun from the licensed conceal-carry driver and fled in his 2011 4-door Ford / CPD case JB370170",Information / Vehicular Hijacking,CPD,5421 S. Kenwood (Public Way),7/29/18 12:28 PM,7/29/18 12:30 PM,18-00766
782,CPD And UCPD officers responded to calls of shots fired / 5 shell casings were found / No injured persons or property damage was found / CPD case JB370496,Information / Shots Fired,CPD,1003 E. 61st St. (Public Way),7/29/18 4:39 PM,7/29/18 4:39 PM,18-00767
783,Individual suffered a gunshot wound to the abdomen on the street off campus / Transported to UCMER by CFD EMS  / CPD is investigating circumstances / CPD case JB370936,Assist Other Agency,CPD,1206 E. 52nd St. (Public Way),7/29/18 11:44 PM,7/29/18 11:44 PM,18-00768
784,Sick person transported to the ER by CFD EMS,Information / Medical Call,CPD,1215 E. Hyde Park,7/30/18 1:16 AM,7/30/18 1:16 AM,18-00769
785,Unknown person damaged the driver's side door lock on a parked vehicle,Criminal Damage to Vehicle,Open,1009 E. Midway Pl.,7/30/18 7:00 AM to 4:35 PM,7/30/18 4:46 PM,18-00770
786,Unknown person damaged the driver's side door lock on a parked vehicle,Criminal Damage to Vehicle,Open,1414 E. Midway Pl.,7/30/18 9:15 AM to 4:30 PM,7/30/18 4:57 PM,18-00771
787,Owner reports damage to bicycle that was secured to a building railing,Criminal Damage to Property,Open,850 E. 58th St.,7/30/18 11:00 AM to 5:00 PM,7/30/18 7:17 PM,18-00772
788,Subject threatened another person with bodily harm / Victim declined to prosecute,Assault,Ex Cleared,1418 E. 53rd St. (Parking Lot),7/31/18 5:09 AM,7/31/18 5:09 AM,18-00773
789,Subject left the caf� without paying for food items / Detained by UCM officers and arrested by UCPD,Theft,Arrest,5758 S. Maryland (DCAM Caf�),7/31/18 11:44 AM,7/31/18 11:44 AM,18-00774
790,Two teens were involved in a fight on the street / Peace restored,Information,Closed,6300 S. University (Public Way),7/31/18 2:15 PM,7/31/18 2:20 PM,18-00775
791,Secured bicycle taken from bike rack,Theft,Open,900 E. 57th St. (Knapp Bike Rack),7/31/18 6:20 AM to 4:10 PM,7/31/18 4:18 PM,18-00776
792,Laptop left unattended taken from classroom / Laptop was found by a staff member and returned to the complainant / No theft occurred,Theft,Unfounded,5835 S. Greenwood (Stuart Hall),7/31/18 4:15 PM to 5:15 PM,7/31/18 6:46 PM,18-00777
793,An individual was transported to UCMER for evaluation,Mental Health Transport,Closed,1005 E. 60th St. (Public Way),8/1/18 2:40 AM,8/1/18 2:40 AM,18-00778
794,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,1100 E. 57th St. (Regenstein Library),7/31/18 11:45 AM,8/1/18 9:33 AM,CSA Report    18-035
795,Laptop computer and projector taken from unsecured room,Theft,Open,5841 S. Maryland (Pathology Lab),7/25/18 to 8/1/18 5:00 PM to 10:00 AM,8/1/18 10:01 AM,18-00779
796,"During the course of a domestic argument in a car in the parking lot off campus, girlfriend cut boyfriend in the face with a box cutter / UCPD officer detained suspect, who was turned over to and arrested by CPD / CPD case JB374356",Information / Aggravated Battery / Cutting Instrument,CPD/Arrest,1226 E. 53rd St. (Parking Lot),8/1/18 12:15 PM,8/1/18 12:16 PM,18-00780
797,Staff member lost cell phone in the building,Lost Property,Closed,5700 S. Maryland (CCD),8/1/18 11:55 AM to 12:10 PM,8/1/18 2:20 PM,18-00781
798,Subject arrested by UCPD officers for possession of a stolen bicycle,Theft of Lost or Mislaid Property,Arrest,5500 S. University (Campus North RH),8/1/18 10:00 PM,8/1/18 10:03 PM,18-00782
799,Person walking on the sidewalk tripped and fell on uneven pavement injuring right wrist and left knee / Transported to ER for evaluation and treatment,Injured Person,Closed,5710 S. Drexel (Public Way),8/2/18 3:40 PM,8/2/18 3:41 PM,18-00783
