,Comments,Date,Disposition,Location,Occured,Reported,UCPDI
532,Underage individual became ill after consuming alcoholic beverages / Transported to residence,Liquor Law Violation,Referred,5706 S. University (Reynolds Club),5/18/19 3:04 PM,5/18/19 3:04 PM,19-00529
533,Underage individual became ill after consuming alcoholic beverages / Transported UCMED by CFD EMS for treatment,Liquor Law Violation,Referred,5706 S. University (Reynolds Club),5/18/19 5:30 PM,5/18/19 5:30 PM,19-00530
534,Reports of shots fired off campus - No injuries or property damage reported / CPD case JC268867,Information / Shots Fired,CPD,Ellis between 47th & 48th,5/18/19 11:09 PM,5/18/19 11:09 PM,19-00531
535,An unknown suspect forcibly took a purse from a victim walking on the sidewalk before fleeing southbound / Victim reported no physical injuries,Robbery,Open,1362 E. 59th St. (Public Way),5/19/19 9:55 PM,5/19/19 9:58 PM,19-00532
536,Unknown person(s) smashed front passenger window of car parked on the street,Criminal Damage to Vehicle,Open,936 E. Midway Pl. (Public Way),5/20/19 2:30 PM to 9:50 PM,5/20/19 9:52 PM,19-00533
537,Investigation relating to a firearm,Information,Closed,1100 E. 59th St. (Public Way),5/20/19 11:13 PM,5/20/19 11:13 PM,19-00534
538,"Two unknown subjects, one armed with a handgun, took property from a person walking on the sidewalk off campus / CPD case JC271671",Information / Armed Robbery,CPD,5016 S. Drexel (Public Way),5/21/19 2:10 AM,5/21/19 2:23 AM,19-00535
539,Individual reports misplacing a bag while in the building,Lost Property,Closed,5640 S. University (Bartlett Commons),5/20/19 6:30 AM to 3:30 PM,5/21/19 6:40 AM,19-00536
540,"DSS was notified by a Campus Security Authority that an undisclosed victim reported she was sexually assaulted by a known person / Due to confidentiality of reporting, limited information is available regarding this incident.",Criminal Sexual Assault,No Investigation Referred to Title IX Coordinator,5625 S. Ellis (Max Palevsky RH),January 2019 -unspecified day and time,5/21/19 1:02 PM,CSA Report    19-024
541,Staff member entrapped in elevator stuck between floors / CFD on scene and rescued individual / Individual declined medical attention,Information  / Elevator Entrapment,Closed,5835 S. Kimbark (Lab School),5/21/19 11:25 AM to 12:15 PM,5/21/19 11:59 AM,19-00537
542,Three unauthorized individual were given trespass warnings,Criminal Trespass to Land,Closed,5505 S. Ellis (Parking Structure),5/21/19 11:20 PM,5/21/19 11:20 PM,19-00538
543,Staff member slipped while walking and struck head on a wall / Transported to UCMED for evaluation,Injured Person,Closed,5835 S. Kimbark (Lab School),5/22/19 9:10 AM,5/22/19 9:25 AM,19-00539
544,Barricade incident / A barricaded subject fired shots at police in an off campus private residential building  / CPD case JC273577,Information / Aggravated Assault,CPD,61st St. near S. Kenwood,5/22/19 10:55 AM,5/22/19 11:04 AM,19-00540
545,Unknown subject took victim's car that had been parked on the street / CPD case JC273549,Information / Motor Vehicle Theft,CPD,1615 E. 55th St. (Public Way),5/22/19 11:30 AM,5/22/19 11:36 AM,19-00541
546,Information relating to smell of marijuana in area of student lockers / To be handled by school administration,Information,Referred,6301 S. University (Woodlawn Charter School),5/22/19 1:45 PM,5/22/19 1:53 PM,19-00542
547,"DSS was notified by a Campus Security Authority that an undisclosed victim reported she was sexually assaulted by a known person / Due to confidentiality of reporting, limited information is available regarding this incident.",Criminal Sexual Assault,No Investigation Referred to Title IX Coordinator,6031 S. Ellis (Granville-Grossman RH),5/17/19  Unspecified time,5/22/19 2:56 PM,CSA Report    19-023
548,Person bit by dog / CPD case,Information / Dog Bite,CPD,6400 S. University (Public Way),5/22/19 2:25 PM,5/22/19 2:33 PM,19-00543
549,Secured bicycle taken from bike rack,Theft,Open,5840 S. Kenwood (Lab School Bike Rack),5/20/19 7:40 AM to 3:30 PM,5/22/19 4:12 PM,19-00544
550,Ventra card found and turned over to UCPD for safekeeping,Found Property,Closed,5800 S. Ellis (Public Way),5/22/19 5:10 PM,5/22/19 5:13 PM,19-00545
551,A back pack containing a laptop found in Hutchinson Commons turned over to UCPD for safekeeping,Found Property,Closed,5706 S. University (Hutchinson Commons),5/22/19 11:00 PM,5/23/19 10:55 AM,19-00546
552,Catalytic converter taken from car parked in the parking lot,Theft from Motor Vehicle,Open,6000 S. Stony Island (Parking Lot),5/22/19 9:00 AM to 1:00 PM,5/23/19 1:20 PM,19-00547
553,UCPD officers detained a suspect for striking a Metra train crew member / Suspect turned over to and arrested by Metra PD,Assist Other Agency / Battery,Metra PD,1550 E. 53rd St. (Metra Station),5/23/19 2:50 PM,5/23/19 2:54 PM,19-00548
554,Catalytic converter taken from car parked on the street off campus / Referred to CPD,Information / Theft,CPD,1546 E. 60th St. (Public Way),5/22/19 8:00 AM to 2:50 PM,5/23/19 5:08 PM,19-00549
555,"Razor scooter taken from ""scooter carousel""",Theft,Open,5800 S. Stony Island (Shapiro Hall),5/23/19 to 5/24/19 7:45 AM to 7:45 AM,5/24/19 10:59 AM,19-00550
556,Cell phone taken from unsecured locker / Cell phone was found and turned into school lost and found / No theft occurred,Theft,Unfounded,1362 E. 59th St. (Lab School),5/23/19 7:45 AM to 3:30 PM,5/24/19 11:04 AM,19-00551
557,Wallet taken from purse in unsecured office,Theft,Open,1116 E. 59th St. (Harper Library),5/24/19 12:00 PM to 5:00 PM,5/24/19 5:05 PM,19-00552
558,"Subsequent to a traffic stop, UCPD officer found motorist to be in possession of marijuana / Substance inventoried for disposal",Possession of Narcotics,Closed,1427 E. 60th St.,5/24/19 10:57 PM,5/24/19 10:57 PM,19-00553
559,UCPD officers located and detained a suspect wanted for retail theft off campus / Turned over to CPD / CPD case JC278075,Assist Other Agency / Theft,CPD,1546 E. 55th St. (Retail Establishment),5/25/19 1:20 PM,5/25/19 1:25 PM,19-00554
560,Sick person transported to UCMED by CFD EMS for evaluation and treatment,Medical Call,Closed,1604 E. 55th St. (Public Way),5/25/19 6:24 PM,5/25/19 6:24 PM,19-00555
561,UCPD officer arrested a suspect for retail theft from off campus store,Theft,Arrest,1554 E. 55th St. (Retail Establishment),5/25/19 11:30 PM,5/25/19 11:30 PM,19-00556
562,Unknown suspect snatched a cell phone from the hand of a person sitting at a CTA bus stop,Theft from Person,Open,6001 S. Cottage Grove (CTA Bus Stop),5/26/19 3:05 PM,5/26/19 3:26 PM,19-00557
563,Individual reports losing driver's license while walking,Lost Property,Closed,1100 E. 57th St. to 5445 S. Ingleside,5/7/19 12:00 PM to 12:15 PM,5/28/19 10:59 AM,19-00559
564,Catalytic converter taken from car parked in the parking lot,Theft from Motor Vehicle,Open,6000 S. Stony Island (Parking Lot),5/22/19 9:00 AM to 4:00 PM,5/28/19 2:21 PM,19-00560
565,Unknown person scrawled graffiti on walls on the 2nd floor,Criminal Damage to Property,Open,1116 E. 59th St. (Harper Library),5/29/19 5:00 PM to 7:00 PM,5/29/19 7:07 PM,19-00561
566,Bicycle secured to light pole was taken,Theft,Open,1009 E. 57th St. (Snell-Hitchcock RH),5/29/19 to 5/30/19 10:00 AM to 9:00 AM,5/30/19 2:37 PM,19-00562
567,Individual playing basketball collided with another student causing laceration to forehead / Transported to UCMED by CFD EMS for treatment,Injured Person,Closed,6300 S. University (Woodlawn Charter School),5/30/19 3:00 PM,5/30/19 3:03 PM,19-00563
568,UC owned vehicle involved in minor property damage collision / No injuries reported,Traffic Crash,Closed,6054 S. Drexel (Parking Structure),5/30/19 4:20 PM,5/30/19 4:20 PM,19-00564
569,"Five unknown suspects, one armed with a handgun, forcibly took property from three individuals walking on the Midway / One victim struck and was transported to UCMED by CFD EMS for treatment / CPD case JC285634",Information / Armed Robbery,CPD,1500 E. Midway Pl.,5/30/19 11:59 PM,5/30/19 11:59 PM,19-00565
570,Minor traffic crash involving UC owned vehicle / No injuries reported,Traffic Crash,Closed,933 E. 56th St. (Parking Lot),5/31/19 8:00 AM,5/31/19 8:10 AM,19-00566
571,Unknown suspect took victim's rental car / CPD case JC285841,Information / Motor Vehicle Theft,CPD,810 E. 62nd St.,5/31/19 8:30 AM,5/31/19 8:33 AM,19-00567
572,Unattended cell phone taken from chair in waiting area / Phone later recovered and returned to owner,Information,Closed,1554 E. 55th St. (Walgreens),5/31/19 8:40 AM,5/31/19 8:46 AM,19-00568
573,Victim's wallet taken / Subsequent unauthorized use of credit card reported,Theft,Open,5700 S. Maryland (CCD Cafeteria),5/30/19 1:00 PM to 1:30 PM,5/31/19 9:44 AM,19-00569
574,Person reports losing passport,Lost Property,Closed,53rd & Hyde Park to 5640 S. Ellis,5/30/19 to 5/31/19 9:00 AM to 10:00 AM,5/31/19 10:07 AM,19-00570
575,Catalytic converter taken from car parked on the street,Theft from Motor Vehicle,Open,805 E. Midway Pl.,5/29/19 to 5/31/19 10:25 AM to 10:25 AM,5/31/19 10:26 AM,19-00571
576,Unknown person(s) smashed side window of car parked on the street,Criminal Damage to Vehicle,Open,6000 S. University (Public Way),5/4/19 6:20 PM to 6:40 PM,5/31/19 12:58 PM,19-00572
577,Disorderly visitor shoved a UCM public safety officer and fought with UCPD officers / Suspect charged with felony battery of police officers,Battery,Arrest,5815 S. Maryland (Mitchell Hospital),5/31/19 2:11 PM,5/31/19 2:11 PM,19-00573
578,Sick student transported to Comer ER by CFD EMS for evaluation and treatment,Medical Call,Closed,1362 E. 59th St. (Lab School),5/31/19 3:22 PM,5/31/19 3:22 PM,19-00574
579,Two unknown suspects took property from a person walking in the off-campus park / UCPD officers located and arrested suspects / Victim's property returned,Theft,Arrest,5450 S. Kimbark (Nichols Park),5/31/19 9:38 PM,5/31/19 9:40 PM,19-00575
580,Cash taken from three unattended backpacks left on a bench in the Quad,Theft,Open,1103 E. 57th St. (Quad),5/31/19 11:40 PM to 11:45 PM,5/31/19 11:50 PM,19-00576
581,An unauthorized individual ignored previous warnings regarding trespass and was arrested by UCPD,Criminal Trespass to Land,Arrest,5700 S. Maryland (CCD),6/1/19 7:09 AM,6/1/19 7:09 AM,19-00577
582,An underage person became ill after consuming alcoholic beverages / Transported to UCMED by CFD EMS,Liquor Law Violation,Referred,5630 S. University (Max Palevsky RH),6/1/19 3:49 PM,6/1/19 3:49 PM,19-00578
583,Wallet found on UC shuttle bus inventoried for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),6/3/19 9:23 AM,6/3/19 9:23 AM,19-00579
584,Unauthorized subject was warned about trespassing and escorted from building,Information,Closed,5640 S. University (Bartlett Commons),6/3/19 2:57 PM,6/3/19 2:57 PM,19-00580
585,Unauthorized subject was warned about trespassing and escorted from building,Information,Closed,5640 S. University (Bartlett Commons),6/3/19 3:54 PM,6/3/19 3:54 PM,19-00581
586,"Subsequent to a traffic violation, UCPD officer confiscated a small amount of marijuana from motorist / Substance inventoried for proper disposal",Possession of Narcotics,Closed,5300 S. Cottage Grove,6/3/19 7:56 PM,6/3/19 7:56 PM,19-00582
587,Number generated in error,Void,Void,Void,Void,Void,19-00583
588,Catalytic converter taken from vehicle parked in the lot,Theft from Motor Vehicle,Open,6000 S. Stony Island (Parking Lot),6/4/19 9:20 AM to 3:20 PM,6/4/19 3:31 PM,19-00584
589,UCPD officer arrested a motorist for DUI,DUI,Arrest,5358 S. Blackstone,6/4/19 9:23 PM,6/4/19 9:23 PM,19-00585
590,Secured bicycle taken from off-campus bike rack,Information / Theft,Referred,5550 S. Dorchester,6/4/19 to 6/5/19 4:00 PM to 7:30 AM,6/5/19 7:44 AM,19-00586
591,Catalytic converter taken from vehicle parked in lot,Theft from Motor Vehicle,Open,6000 S. Stony Island (Parking Lot),6/4/19 9:15 AM to 5:15 PM,6/5/19 9:15 AM,19-00587
592,Necklace taken from patient's belongings,Theft,Open,5721 S. Maryland (Comer Hospital),5/31/19 to 6/1/19 10:00 PM to 11:00 PM,6/5/19 12:17 PM,19-00588
593,Information regarding unwanted emails from a known person,Information,Closed,5758 S. Maryland (DCAM),6/4/19 5:05 PM,6/5/19 2:33 PM,19-00589
594,Smoldering fire in trash container near building / UCPD officer extinguished the fire / CFD responded / No injuries or property damage reported,Fire,Closed,6045 S. Kenwood (Exterior),6/5/19 3:35 PM,6/5/19 3:35 PM,19-00590
595,Information regarding a suspicious person in a vehicle,Information,Closed,5801 S. Kenwood,6/5/19 4:00 PM,6/5/19 5:30 PM,19-00591
596,Victim's ex-boyfriend confronted victim and demanded house keys / Victim refused and boyfriend pushed her and took her purse that contained keys before driving off / Suspect later returned property to victim's family,Robbery,Open,1307 E. 60th St. (Public Way),6/5/19 11:15 PM,6/5/19 11:17 PM,19-00592
597,Sick person transported to UCMED by CFD EMS,Medical Call,Closed,1330 E. 53rd St.,6/6/19 12:07 AM,6/6/19 12:07 AM,19-00593
598,A pedestrian crossing the intersection reports a bicyclist yelled at him,Information,Closed,57th & Woodlawn,6/6/19 11:25 AM,6/6/19 11:43 AM,19-00594
599,Secured bicycle taken from bike rack,Theft,Open,900 E. 57th St. (Knapp Center Bike Rack),6/6/19 11:30 AM to 1:45 PM,6/6/19 2:00 PM,19-00595
600,Information regarding statements made by an employee during a meeting,Information,Closed,5758 S. Maryland (DCAM),6/6/19 3:00 PM,6/6/19 4:30 PM,19-00596
601,Staff member contacted DCFS regarding possible child abuse,Information,Closed,5730 S. Drexel (Comer Hospital),6/6/19 8:00 PM,6/6/19 8:24 PM,19-00597
602,"Wallet taken from unsecured, unattended purse left in unlocked office",Theft,Open,929 E. 57th St. (Gordon Center),6/7/19 12:00 PM to 1:10 PM,6/7/19 1:22 PM,19-00598
603,UCPD officer arrested a motorist for DUI,DUI,Arrest,6059 S. Cottage Grove,6/7/19 10:06 PM,6/7/19 10:06 PM,19-00600
604,An underage individual became ill after consuming alcoholic beverages / Transported to UCMED by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,5500 S. University (Campus North RH),6/8/19 12:46 AM,6/8/19 12:46 AM,19-00601
605,An underage individual became ill after consuming alcoholic beverages / Transported to UCMED by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,6030 S. Ellis (Public Way),6/8/19 1:35 AM,6/8/19 1:35 AM,19-00602
606,Individual reported harassing emails from a known subject,Harassment by Electronic Means,Closed,1100 E. 57th St. (Regenstein Library),5/15/18 to 6/8/19 various times,6/8/19 1:21 PM,19-00603
607,UCPD officers detained a subject for stealing a jacket / Complainant refused to sign complaint / Suspect transported to UCMED for mental evaluation,Theft,Ex. Cleared,5859 S. Cottage Grove (Public Way),6/9/19 6:09 PM,6/9/19 6:09 PM,19-00605
608,Three laptops taken from shipment on loading dock / Subsequent to follow up investigation it was determined that no theft occurred,Theft,Unfounded,5225 S. Cottage Grove (UC Loading Dock),5/30/19 to 5/31/19 3:30 PM to 9:00 AM,6/10/19 8:04 AM,19-00606
609,Individual transported to UCMED for evaluation,Mental Health Transport,Closed,5500 S. University (Campus North RH),6/10/19 9:00 AM,6/10/19 9:00 AM,19-00607
610,Three laptops taken from shipment on loading dock / Subsequent to follow up investigation it was determined that no theft occurred,Theft,Unfounded,5225 S. Cottage Grove (UC Loading Dock),6/6/19 3:00 PM to 4:30 PM,6/10/19 10:05 AM,19-00608
611,UCPD officer arrested a motorist for DUI,DUI,Arrest,6320 S. Dorchester,6/10/19 12:54 PM,6/10/19 12:54 PM,19-00609
612,An unknown suspect inappropriately touched a person riding in an elevator / Suspect walked off before police were called,Battery,Open,1010 E. 59th St. (Classics),6/10/19 2:00 PM,6/10/19 2:05 PM,19-00610
613,Information regarding unwanted email message from an individual,Information,Closed,5828 S. University (Pick),6/10/19 10:45 AM,6/10/19 3:46 PM,19-00611
614,Well-being check conducted,Well-Being Check,Closed,Ingleside between 54th & 55th,6/11/19 2:14 AM,6/11/19 2:14 AM,19-00612
615,Secured bicycle taken from bike rack,Theft,Open,1362 E. 59th St. (Lab School Bike Rack),6/10/19 8:00 AM to 3:30 PM,6/11/19 8:37 AM,19-00613
616,A person walking on the street tripped over the lift mechanism of a parked fork lift causing laceration to left arm / Victim transported to UCMED by CFD EMS,Injured Person,Closed,5800 S. University (Public Way),6/11/19 10:15 AM,6/11/19 10:16 AM,19-00614
617,A rock cracked the windshield of a UC owned vehicle while traveling on the roadway,Damage to Property,Closed,850 E. 61st St. (UCPD HQ),6/11/19 10:35 AM,6/11/19 10:56 AM,19-00615
618,An unauthorized subject was warned about trespassing in the building,Information,Closed,5828 S. University (Pick Hall),6/11/19 11:22 AM,6/11/19 11:22 AM,19-00616
619,Secured bicycle taken from bike rack,Theft,Open,5758 S. Maryland (DCAM Bike Rack),6/11/19 12:00 PM to 6:00 PM,6/11/19 6:26 PM,19-00617
620,Two unknown suspects attempted to take property from a victim walking on the sidewalk off campus / Victim resisted and suspects fled to a waiting vehicle / CPD case JC302618,Information / Attempt Robbery,CPD,5420 S. Greenwood (Public Way),6/11/19 11:50 PM,6/11/19 11:58 PM,19-00618
621,Three suspects attempted to take property from a victim walking on the sidewalk off campus / Victim resisted and suspects fled in a waiting vehicle,Information / Attempt Robbery,Open,5659 S. Woodlawn (Public Way),6/12/19 12:50 AM,6/12/19 12:55 AM,19-00619
622,UCPD officers arrested a suspect for retail theft,Theft,Arrest,1554 E. 55th St. (Walgreens),6/12/19 12:35 AM,6/12/19 12:44 AM,19-00620
623,Two suspects forcefully took a cell phone and backpack from a victim walking on the sidewalk off campus before fleeing to a waiting vehicle,Information / Robbery,Open,5605 S. Blackstone (Public Way),6/12/19 12:50 AM,6/12/19 1:01 AM,1-00621
624,A staff member accidently lacerated hand on cabinet,Injured Person,Closed,850 E. 61st St. (UCPD HQ),6/12/19 6:25 AM,6/12/19 6:59 AM,19-00622
625,UCPD officer cited motorist for driving with no valid license and fictitious license plates,Traffic Offense,Closed,5330 S. Lake Park,5/31/19 4:39 PM,5/31/19 4:39 PM,19-00623
626,A laptop left in the restroom was taken / Computer was found and returned to the owner / No crime occurred,Theft,Unfounded,5757 S. University (Saieh Hall),6/12/19 10:30 AM to 12:30 PM,6/12/19 12:40 PM,19-00624
627,Staff member found small bag containing cocaine in patient's room / Contraband turned over to UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland (CCD),6/12/19 12:50 PM,6/12/19 12:56 PM,19-00625
628,"An unknown subject entered an off campus retail establishment, displayed a handgun and ordered an employee to hand over cash from the cash register / CPD case JC304187",Information / Armed Robbery,CPD,1400 E. 53rd St. (Retail Shop),6/13/19 4:15 AM,6/13/19 4:47 AM,19-00626
629,"Owner of car parked on the street observed a long scratch on the door ""keyed""",Criminal Damage to Vehicle,Open,5727 S. Drexel (Public Way),6/13/19 8:00 AM to 9:30 AM,6/13/19 1:54 PM,19-00629
630,Rear window of car parked on the street was shattered,Criminal Damage to Vehicle,Open,5607 S. University (Public Way),6/12/19 to 6/13/19 10:00 PM to 8:30 AM,6/13/19 4:57 PM,19-00630
631,UCPD officers assisted CPD officers who detained possible robbery suspects / CPD case JC304861,Assist Other Agency,CPD,852 E. 40th St.,6/13/19 3:30 PM,6/13/19 3:48 PM,19-00631
632,UCPD officers observed a small fire in a trash container and used a fire extinguisher to extinguish the flames / No injuries reported,Fire,Closed,6145 S. Kenwood (Alley),6/13/19 8:01 PM,6/13/19 8:01 PM,19-00632
633,"During the course of a disagreement, one person slapped three others / Victims declined prosecution / Peace restored",Battery,Ex. Cleared,5639 S. University,6/14/19 3:45 AM,6/14/19 4:44 AM,19-00633
634,Sick person transported to UCMED by CFD EMS for evaluation and treatment,Medical Call,Closed,1201 E. 61st St. (Public Way),6/14/19 10:00 AM,6/14/19 10:00 AM,19-00634
635,Staff member twisted ankle while walking on the street / Declined medical attention at the time,Injured Person,Closed,5900 S. Blackstone (Public Way),6/15/19 11:00 AM,6/15/19 11:00 AM,19-00635
636,Sick person transported to UCMED by CFD EMS for treatment,Medical Call,Closed,5700 S. University (Public Way),6/16/19 1:19 PM,6/16/19 1:19 PM,19-00636
637,"CPD and UCPD responded to shots fired call / Windows in unattended, parked vehicle shattered / No injuries reported / CPD case JC309584",Information / Reckless Discharge of a Firearm,CPD,805 E. 56th St. (Public Way),6/17/19 3:13 AM,6/17/19 3:13 AM,19-00637
638,Wheels taken from bike secured to bike rack,Theft,Open,1307 E. 60th St. (Keller Center),6/17/19 8:00 AM to 5:20 PM,6/17/19 7:23 PM,19-00638
639,iPhone found on UC shuttle bus inventoried at UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),6/18/19 1:24 PM,6/18/19 1:24 PM,19-00639
640,Unauthorized subject warned about trespass to UC property,Criminal Trespass to Land,Closed,929 E. 57th St. (Gordon Center),6/18/19 5:05 PM,6/18/19 5:05 PM,19-00640
641,UCPD and CPD officers responded to a call of a man with a gun / UCPD officers assisted CPD officers with the arrest of the suspect / CPD case JC312412,Assist Other Agency,CPD,1750 E. 55th St.,6/19/19 1:12 AM,6/19/19 1:12 AM,19-00641
642,Couple involved in domestic disagreement / Peace restored,Information / Domestic Disturbance,Closed,5721 S. Maryland (Comer Hospital),6/19/19 1:35 PM,6/19/19 1:35 PM,19-00642
643,Disturbed patient struck UCM staff member with his fist / Suspect arrested by UCPD and charged with felony aggravated battery,Battery,Arrest,5656 S. Maryland (UCMED),6/19/19 4:24 PM,6/19/19 4:24 PM,19-00643
644,"Safe containing cash was taken from the retail establishment / Subsequent to investigation the suspect was positively identified, but the victim declined to prosecute",Burglary,Ex. Cleared,5500A  S. University (Dollop Coffee),6/18/19 to 6/19/19 8:30 PM to 6:30 AM,6/19/19 7:08 PM,19-00644
645,Boyfriend struck girlfriend during the course of a domestic argument / Suspect arrested by UCPD,Domestic Battery,Arrest,4659 S. Drexel,6/20/19 10:10 AM,6/20/19 10:15 AM,19-00645
646,An individual took items of food from the caf� without paying,Theft,Open,915 E. 60th St. (Logan Center Caf�),6/20/19 9:15 AM,6/20/19 10:55 AM,19-00646
647,Laptop taken from bag left in unsecured room,Theft,Open,5700 S. Maryland (CCD),6/20/19 11:00 AM to 2:00 PM,6/20/19 2:51 PM,19-00647
648,Person lost cell phone while in the bookstore,Lost Property,Closed,970 E. 58th St. (Bookstore),6/20/19 3:30 PM to 3:45 PM,6/20/19 3:46 PM,19-00648
649,UCPD officers arrested two suspects for taking bicyle,Theft of Lost/Mislaid Property,Arrest,933 E. 56th St. (High Energy Physics),6/21/19 1:00 PM,6/21/19 1:14 PM,19-00649
650,Unknown person(s) cut cable securing golf cart,Criminal Damage to Property,Open,5505 S. Ellis (Parking Structure),6/20/19 to 6/21/19 4:00 PM to 11:00 AM,6/21/19 2:52 PM,19-00650
651,"Subsequent to a traffic stop,UCPD officer arrested a motorist for possession of narcotics",Possession of Narcotics,Arrest,1400 E. 55th St.,6/21/19 8:47 PM,6/21/19 8:47 PM,19-00651
652,A person reports losing a bag,Lost Property,Closed,5706 S. University (Reynolds Club),6/22/19 9:00 AM to 9:15 AM,6/22/19 4:19 PM,19-00652
653,UCPD officer arrested a traffic violator for possession of fictitious license plates,Traffic Violation,Arrest,5343 S. Cornell,6/22/19 11:56 AM,6/22/19 11:56 AM,19-00653
654,UC owned vehicle involved in traffic crash / One injury reported,Traffic Crash,Closed,5301 S. Ellis,6/22/19 5:19 PM,6/22/19 5:19 PM,19-00654
655,A subject was arrested for trespass to property and interfering with a public officer,Criminal Trespass to Land,Arrest,5730 S. Ellis (Crerar Library),6/22/19 11:01 PM,6/22/19 11:11 PM,19-00655
656,Victim walking on the sidewalk was pushed to the ground by unknown suspect who attempted to take the victim's cell phone / Suspect fled to a waiting vehicle,Attempt Robbery,Open,5639 S. Ellis (Public Way),6/24/19 10:00 AM,6/24/19 10:05 AM,19-00656
657,Individual transported to UCMED for evaluation,Mental Health Transport,Closed,5200 S. Lake Park,6/24/19 9:29 AM,6/24/19 9:29 AM,19-00657
658,"Boyfriend took girlfriend's cell phone and wallet in domestic related theft / Suspect was positively identified, but victim declined to prosecute",Theft,Ex. Cleared,5839 S. Maryland (Wyler Hospital),6/24/19 12:30 PM,6/24/19 2:00 PM,19-00658
659,Sick person transported to UCMED for evaluation and treatment,Information,Closed,1401 E. 57th St. (Public Way),6/25/19 1:28 AM,6/25/19 1:28 AM,19-00659
660,Staff member turned over narcotics that was found in possession of a patient / Substance inventoried for proper disposal,Narcotics,Closed,5700 S. Maryland (CCD),6/25/19 9:30 AM,6/25/19 9:33 AM,19-00660
661,Staff member slapped while tending to patient,Battery,Closed,5656 S. Maryland (UCMED),6/25/19 11:30 AM,6/25/19 11:52 AM,19-00661
662,"Three unattended, unsecured wallets taken from lunch boxes on 10th floor of site",Theft,Open,1156 E. 61st St. (Construction Site),6/25/19 9:00 AM to 12:00 PM,6/25/19 1:47 PM,19-00662
663,Apple watch found / Inventoried at UCPD for safekeeping,Found Property,Closed,5835 S. Kimbark,6/25/19 4:02 PM,6/25/19 4:02 PM,19-00663
664,Individual lost wallet / Subsequent unauthorized use of credit cards reported / CPD case,Information,CPD,53rd & Woodlawn to 55th & University,6/25/19 4:45 PM to 6:40 PM,6/25/19 7:55 PM,19-00664
665,An iPhone and car key fob found in the chapel were turned over to UCPD for safekeeping,Found Property,Closed,5850 S. Woodlawn (Rockefeller Chapel),1/26/19 9:20 AM,6/26/19 9:15 AM,19-00665
666,Secured bicycle taken from bike rack,Theft,Open,1105 E. 55th St. (Bike Rack),6/24/19 to 6/25/19 10:00 AM to 10:00 AM,6/26/19 2:47 PM,19-00666
667,Information regarding a computer missing from a shipment,Information,Closed,1025 E. 58th St. (Swift Hall),6/6/19 to 6/10/19 2:55 PM to 1:45 PM,6/27/19 7:41 AM,19-00667
668,Cashbox and currency taken from a cabinet,Theft,Open,5706 S. University (Reynolds Club),6/13/19 to 6/26/19 11:00 AM to 3:30 PM,6/27/19 9:30 AM,19-00668
669,An individual reported she was sexually assaulted by an acquaintance in an off campus private apartment / CPD case JC315355,Information / Criminal Sexual Assault,CPD,850 E. 61st St. (UCPD HQ),6/9/19 12:05 AM,6/27/19 9:00 AM,19-00669
670,UCPD officers arrested a suspect who struck a store employee,Battery,Arrest,1346 E. 53rd St. (Target),6/27/19 3:25 PM,6/27/19 3:27 PM,19-00670
671,UCPD officer inventoried a patient's pocket knife for safekeeping,Information,Closed,5700 S. Maryland (CCD),6/27/19 4:21 PM,6/27/19 4:21 PM,19-00671
672,Information for the police,Information,Closed,850 E. 61st St. (UCPD HQ),6/28/19 3:10 PM,6/28/19 3:10 PM,19-00672
673,"Two suspects, one armed with a handgun, took property from a victim walking on the sidewalk off campus before fleeing to a waiting vehicle / CPD case JC326650",Information / Armed Robbery,CPD,1165 E. 54th Pl. (Public Way),6/28/19 11:50 PM,6/29/19 12:09 AM,19-00673
674,Pursuit of a reckless driver terminated in the interest of public safety,Information,Closed,59th & Cottage Grove,6/29/19 10:26 AM,6/29/19 10:26 AM,19-00674
675,Sick person transported to UCMED by CFD EMS,Medical Call,Closed,1330 E. 53rd St. (Vue 53 RH),6/30/19 12:27 AM,6/30/19 12:27 AM,19-00675
676,Window smashed in car parked in private residential garage / CPD case JC328357,Information,CPD,62nd St. between Ingleside & Ellis,6/29/19 to 6/30/19 10:45 PM to 7:50 AM,6/30/19 8:00 AM,19-00676
677,Bicycle found on sidewalk inventoried by UCPS / Bike owner later claimed bike,Found Property,Closed,5331 S. Drexel (Sidewalk),6/30/19 8:28AM,6/30/19 8:28 AM,19-00677
678,Information regarding harassing email from known subject,Information / Harassing Email,Closed,Blackstone between 56th & 57th,6/5/19 to 6/29/19 12:00 PM to 12:00 PM,6/30/19 12:49 PM,19-00678
679,Suspect arrested by UCPD for reckless conduct and an active warrant,Public Peace Violation,Arrest,5711 S. Woodlawn (Public Way),6/30/19 5:23 PM,6/30/19 5:23 PM,19-00679
680,UCPD officer arrested a motorist for DUI,DUI,Arrest,1200 E. Midway Pl.,6/30/19 8:24 PM,6/30/19 8:24 PM,19-00680
681,2 cell phones found on UC shuttle bus turned over to UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),7/1/19 12:33 PM,7/1/19 12:33 PM,19-00681
